Name,Category,Rating,Reviews,Location_Area,Has_Website
Baked By Nini's - Akota,Bakery,4.2,237,Vadodara,1
Canadian Bakery,Bakery,4.8,287,Vadodara,0
Goodies Cafe (Racecourse),Bakery,4.0,1719,Vadodara,1
Shozo Bakers,Bakery,4.1,231,Vadodara,1
"Theobroma Bakery and Cake Shop - Vasna, Vadodara",Bakery,4.2,331,Vadodara,1
Muffins The Cake Shop,Bakery,4.0,125,Vadodara,1
Bakers Hub By AJ,Bakery,4.9,396,Vadodara,1
Shavi Cakes,Bakery,5.0,35,Vadodara,0
Pandyajee | Sweets | Farshan | Eatery | Dry Fruits | Confectinonry |,Bakery,4.7,168,Vadodara,1
Oven Magick,Bakery,3.9,577,Vadodara,1
The Baking Couture,Bakery,4.0,143,Vadodara,0
Uma Shankar Bakery,Bakery,4.3,39,Vadodara,0
SugarCloud By Monal,Bakery,5.0,52,Vadodara,0
Meera Bakery,Bakery,4.3,39,Vadodara,0
Bakingo,Bakery,3.9,40,Vadodara,1
The Baker Mumma,Bakery,4.8,8,Vadodara,0
Three Baker's,Bakery,4.6,17,Vadodara,0
NEW SHREEJI BAKERS ALKAPURI,Bakery,4.5,8,Vadodara,0
NAIRA CACKES AND BAKERS,Bakery,5.0,4,Vadodara,0
Baker’s den,Bakery,4.6,8,Vadodara,0
Thyme & Whisk,Continental Restaurant,4.4,2676,Vadodara,1
Barbeque Nation - Vadodara - Cine Mall,Barbecue Restaurant,4.4,10972,Vadodara,1
Anjoy,North Indian Restaurant,4.3,1395,Vadodara,1
Peshawri by Welcomhotel Vadodara,Mughlai Restaurant,4.4,1102,Vadodara,1
The Secret Kitchen,Modern Indian Restaurant,4.2,5310,Vadodara,1
Italian Affair,Italian Restaurant,4.4,1013,Vadodara,1
Spice Kraft Restaurant,North Indian Restaurant,4.1,827,Vadodara,0
Vibes The Bistro,Fine Dining Restaurant,4.8,606,Vadodara,1
Southa - Authentic South Indian Restaurant,South Indian Restaurant,4.6,1322,Vadodara,0
Lazeez,Mughlai Restaurant,4.1,1830,Vadodara,0
Mirch Masala Restaurant,North Indian Restaurant,4.2,3702,Vadodara,1
Kake Di Hatti Race Cource,Punjabi Restaurant,4.1,1483,Vadodara,0
Yaadgar Omlet,Restaurant,4.2,2689,Vadodara,0
"TGS SPA & SALON - Best Spa Centre, Spa Salon, Beauty Salon",Spa,4.8,452,Vadodara,1
Aviva spa,Massage Spa,4.9,259,Vadodara,0
SERENITY SPA ALKAPURI VADODARA,Spa,4.4,110,Vadodara,1
Royal Oak Spa Vadodara,Day Spa,4.6,183,Vadodara,1
Planet Spa,Spa,4.8,71,Vadodara,0
"Lavana Spa Alkapuri, Vadodara",Massage Spa,4.0,138,Vadodara,1
Turkish spa,Spa,4.6,41,Vadodara,0
VELVET SPA,Spa,4.4,39,Vadodara,1
Eva Thai Spa,Spa,4.1,47,Vadodara,1
Chiva-Som Spa,Spa And Health Club,4.5,48,Vadodara,0
Absolute Spa & Wellness,Massage Spa,5.0,10,Vadodara,0
Ancient Spa,Spa And Health Club,4.8,83,Vadodara,1
Spa Station Akota,Spa,4.7,406,Vadodara,1
POE The Health & Wellness Hub,Spa,4.9,106,Vadodara,0
"The Paradise Spa & Saloon - Akota, Vadodara",Spa,4.6,20,Vadodara,0
SERENITY SPA HOTEL REGENTA INN- Luxurious Massage Center Vadodara,Massage Spa,4.4,135,Vadodara,1
Buddha International Spa (BIS),Day Spa,3.7,152,Vadodara,0
Tik Tok Spa Vadodara,Spa,4.6,57,Vadodara,0
Zaitoon Spa - Best Spa Centre In Vadodara,Massage Spa,5.0,3,Vadodara,1
Alexa Luxury Night Spa,Massage Spa,4.9,29,Vadodara,1
Nest spa,Spa,5.0,39,Vadodara,1
B'Desi The Spa,Spa,4.6,21,Vadodara,1
SPA EXPRESS,Spa,4.8,18,Vadodara,0
Elassa Spa & Massage,Massage Spa,1.0,1,Vadodara,1
Relax 24 spa,Spa,3.9,15,Vadodara,1
CB Honey Hand Spa,Spa,4.2,17,Vadodara,0
Aqua Hamam Thai Spa,Day Spa,4.9,7,Vadodara,1
Essence Spa,Day Spa,5.0,1,Vadodara,0
Radiant Spa,Spa,5.0,3,Vadodara,0
King thai spa,Spa,4.3,59,Vadodara,0
7 Ocean Spa,Spa,5.0,1,Vadodara,0
Elite international spa,Spa,5.0,9,Vadodara,0
Can Rich SPA - Alkapuri,Facial Spa,3.7,32,Vadodara,1
Imperial Hamam Spa,Spa,4.0,4,Vadodara,0
H2O Spa & Wellness Center,Spa,3.7,3,Vadodara,0
Davinci Saloon And Spa,Spa,5.0,4,Vadodara,0
Nana Thai Spa,Spa,0.0,0,Vadodara,0
Roll the Naan,North Indian Restaurant,4.7,635,Vadodara,0
Absolute Bihari Cuisine,Restaurant,4.7,146,Vadodara,0
White Potato Restaurant,Eclectic Restaurant,4.0,2649,Vadodara,0
"Mad Over Grills, Manjalpur",Barbecue Restaurant,4.4,3534,Vadodara,0
Dawat Pure Veg Restaurant,Punjabi Restaurant,3.9,3000,Vadodara,0
Kake di hatti Manjalpur,Restaurant,4.4,356,Vadodara,0
Spice Nation,Punjabi Restaurant,4.1,5239,Vadodara,0
Tandoori Spice,North Indian Restaurant,4.7,227,Vadodara,0
La Milano Pizzeria: Best Pizza in Manjalpur | Vadodara,Pizza Restaurant,4.8,439,Vadodara,0
Kathiyawadi Village Multi Cuisine Restaurant (Manjalpur),Family Restaurant,4.7,1441,Vadodara,1
Dev Punjabi Khana,Restaurant,4.9,607,Vadodara,1
Old School Manjalpur,North Indian Restaurant,4.5,1954,Vadodara,0
22nd Parallel Manjalpur,South Indian Restaurant,4.3,1401,Vadodara,1
Asian Aroma- Pan Asian Cuisine,Restaurant,4.8,233,Vadodara,1
Green Potato Restaurant,South Indian Restaurant,4.3,285,Vadodara,1
Eat N' Joy Restaurant,Restaurant,4.7,76,Vadodara,0
Rajwadi Restaurant Dal Bhati Churma,Family Restaurant,4.4,46,Vadodara,0
Cafe NLC KOREAN RESTAURANT,Korean Restaurant,4.6,119,Vadodara,0
The Ocyent Pizza Manjalpur Vadodara,Pizza Restaurant,4.2,4575,Vadodara,0
Martino'z Pizza - Baroda,Pizza Restaurant,4.5,1120,Vadodara,1
The Kaur's Kitchen,Restaurant,4.7,844,Vadodara,1
Cafe desi videsi the food adda,Breakfast Restaurant,4.6,53,Vadodara,0
Ajay Hotel,North Indian Restaurant,4.1,1366,Vadodara,0
Grill Kitchen Manjalpur,Vegetarian Restaurant,4.1,803,Vadodara,1
Ghee Gud Manjalpur - आज Healthy! I Regional Cuisine Buffet,Buffet Restaurant,3.8,1041,Vadodara,1
"Ajay's Café Manjalpur, Vadodara",Fast Food Restaurant,4.9,75,Vadodara,1
Cafe Kanjivaram - Premium South Indian Restaurant,South Indian Restaurant,4.4,390,Vadodara,0
Aamhi Marathi,Marathi Restaurant,3.7,1096,Vadodara,1
"Nothing Before Coffee - Manjhalpur, Vadodara",Coffee Shop,4.9,259,Vadodara,1
Silver Restaurant,Punjabi Restaurant,4.0,954,Vadodara,0
Khakhi Restaurant,Gujarati Restaurant,3.8,571,Vadodara,0
Paakshala,Marathi Restaurant,4.4,104,Vadodara,0
Infi Pizzeria Manjalpur,Pizza Restaurant,4.4,1699,Vadodara,1
SWAGAT CORNER,North Indian Restaurant,4.2,1050,Vadodara,0
Kota Kachori Manjalpur,Restaurant,4.1,136,Vadodara,1
Veerji Malai Chaap Wale Vadodara,North Indian Restaurant,4.3,273,Vadodara,1
Indian Spices 4 u,Restaurant,4.0,202,Vadodara,0
gym lounge,Gym,4.7,362,Vadodara,0
SFV The GYM (SFW) Manjalpur,Gym,4.5,654,Vadodara,0
PURE GYM,Gym,4.8,150,Vadodara,0
The Scorpion Fitness,Gym,4.9,90,Vadodara,0
Urban Fitness Manjalpur,Gym,4.9,332,Vadodara,1
Hande Gym,Gym,4.1,177,Vadodara,0
CrossFit Gym,Gym,4.8,133,Vadodara,0
StarkFitness Gym / best gym in vadodara ajwa waghodia road,Fitness Center,4.8,802,Vadodara,0
Concept 1 Gym & Fitness,Gym,4.7,217,Vadodara,1
"Fitness Track Gym, Pratapnagar",Gym,4.7,1262,Vadodara,1
Health Club aka Gym,Gym,4.4,33,Vadodara,0
Aton Total Fitness Gym,Gym,4.6,238,Vadodara,1
Fitness Track Gym,Gym,4.6,682,Vadodara,1
All Fit Gym,Gym,4.9,289,Vadodara,0
The Maximum Fitness,Gym,4.1,65,Vadodara,0
2th Saver Dental Clinic(advanced dental care at affordable rates),Dental Clinic,5.0,118,Vadodara,1
Smiledente dental clinic and implant centre,Dental Clinic,4.9,68,Vadodara,0
Mangalam Multispeciality Dental Clinic,Dental Clinic,4.9,247,Vadodara,1
Dr. Dulari's Dental Care,Dental Clinic,4.9,68,Vadodara,0
Shreeji Digital Dental Care - Dr.Reshma J Nilak,Dental Clinic,4.9,67,Vadodara,1
Braces & Smile Superspeciality Clinic / Manjalpur's 1st Invisalign Aligner Provider,Dental Clinic,5.0,211,Vadodara,0
Premium Car Service In Vadodara,Auto Repair Shop,5.0,3,Vadodara,0
JM Autozone,Car Repair And Maintenance Service,4.9,17,Vadodara,1
MAHESH AUTO WORKSHOP,Car Repair And Maintenance Service,2.5,14,Vadodara,0
Car Aircon Car Ac Repair,Car Repair And Maintenance Service,4.8,365,Vadodara,0
Jay Jalaram Repairing Centre,Car Repair And Maintenance Service,4.8,5,Vadodara,0
Crown & Root Dental clinic,Dental Clinic,5.0,37,Vadodara,1
HEALTHY TEETH DENTAL CARE,Dental Clinic,5.0,5,Vadodara,1
"F2 An Ethnic Designer Studio | Best Kurta Shop, Wedding Wear, Ethnic Wear, and Traditional Outfits Shop in Vadodara",Clothing Store,4.8,285,Vadodara,1
The Clothing Unlimited (CU),Men'S Clothing Store,4.8,89,Vadodara,1
THE ULTIMATE,Clothing Store,4.9,287,Vadodara,0
Aaradhya Designer Wear & More - best store for ethnic wear,Clothing Store,4.8,713,Vadodara,0
Gorgeous Outfits,Women'S Clothing Store,4.8,136,Vadodara,0
Style Union - Alkapuri,Clothing Store,4.7,3978,Vadodara,1
Baroda Prints,Women'S Clothing Store,4.2,1871,Vadodara,1
COTTON PLUS || Best Clothing Shop | Mens Clothing Shop | Big Size Men Store In Vadodara,Men'S Clothing Store,4.9,159,Vadodara,1
The HUB,Men'S Clothing Store,4.8,4234,Vadodara,1
Shades,Clothing Store,4.5,1194,Vadodara,0
Sachin's,Men'S Clothing Store,4.6,481,Vadodara,1
RIVAAZ OUTLOOK,Clothing Store,4.7,100,Vadodara,1
"NEWME - Vadodara, Alkapuri",Clothing Store,4.8,94,Vadodara,1
Style Union - Racecourse Road,Clothing Store,4.7,6899,Vadodara,1
Clothes Cafe,Clothing Store,4.6,615,Vadodara,0
SEQUINZE INDIA,Clothing Store,4.1,1385,Vadodara,0
Gj5 Fashion By Jeeja Fashion Vadodara 𝗹 𝗦𝗵𝗲𝗿𝘄𝗮𝗻𝗶 𝗼𝗻 𝗥𝗲𝗻𝘁 𝗹 𝗕𝗿𝗶𝗱𝗮𝗹 𝗖𝗵𝗼𝗹𝗶 𝗼𝗻 𝗥𝗲𝗻𝘁 𝗹 𝗕𝗲𝘀𝘁 𝗪𝗲𝗱𝗱𝗶𝗻𝗴 𝗖𝗼𝗹𝗹𝗲𝗰𝘁𝗶𝗼𝗻 𝗼𝗻 𝗥𝗲𝗻𝘁,Clothing Store,4.7,2001,Vadodara,1
Rutu's Couture - Best Designer Boutique | Top Designer Clothing Store | Customize Boutique | Wedding Collection Shop Vadodara,Boutique,4.2,95,Vadodara,1
"Fashion Cube Vadodara-Women's Clothing,Designer Wear Dresses Kurties Chaniya Choli,boutique,indo Western Palazzo suits,sarara",Women'S Clothing Store,4.6,49,Vadodara,0
"Cotton House ( Best Clothing Shops, Readymade Garments Shop, Mens And Women Clothing Shop )",Clothing Store,4.4,158,Vadodara,1
Baked By Nini's - Manjalpur,Bakery,4.7,453,Vadodara,1
"Theobroma Bakery and Cake Shop - Manjalpur, Vadodara",Bakery,4.0,243,Vadodara,1
UR Choice_BR Foods,Bakery,4.9,40,Vadodara,0
The Bakery planet,Bakery,4.9,32,Vadodara,0
Amit Bakery,Bakery,4.3,73,Vadodara,0
Atul Bakery | Manjalpur | Vadodara,Bakery,4.3,379,Vadodara,1
Balaji Bakers - (vadodara) Uma Cross Road,Bakery,4.7,867,Vadodara,1
Mr Cakes Vadodara,Bakery,4.9,465,Vadodara,0
Cake Connection-Live Cake : Online Cake Delivery in Vadodara,Bakery,4.6,685,Vadodara,1
Shree Surti Bakery,Bakery,4.2,486,Vadodara,1
"Supreme Bakers – Fresh Cakes, Breads & Custom Bakes",Bakery,4.3,10,Vadodara,1
Vimal Bakery,Bakery,4.4,795,Vadodara,0
Atul Bakery | Pratap Nagar | Vadodara,Bakery,4.3,203,Vadodara,1
The Chocolate Room - Best Cake | Desserts | Pizza and Pasta | Premium Chocolates Shop in Manjalpur Vadodara,Bakery,4.3,1007,Vadodara,0
The BAKERS BAR(manjalpur),Bakery,4.0,29,Vadodara,1
Mr. Puff Tulsidham Char Rasta,Bakery,3.7,114,Vadodara,1
FUNTAASH NAMKIN & BHUMI BAKERS,Bakery,3.3,3,"Vishwamitri, Vadodara",0
The Cake Love,Bakery,4.2,26,Vadodara,0
Brand Clothing Vadodara,Men'S Clothing Store,4.8,491,Vadodara,1
Mens Crown : Mens Clothing Store,Men'S Clothing Store,4.8,233,Vadodara,0
"Cloth's Hub || Best Men's Clothing Store In Manjalpur, Gents Readymade Garments In Manjalpur, Men's Ethnic Wear In Manjalpur",Men'S Clothing Store,4.7,18,Vadodara,0
The Empower- Clothing Brand,Women'S Clothing Store,5.0,38,Vadodara,0
The Brand Clothing Store Vadodara,Men'S Clothing Store,4.7,257,Vadodara,1
LOFFER Men’s Wear,Men'S Clothing Store,4.3,214,Vadodara,0
Maal Wear,Men'S Clothing Store,4.9,38,Vadodara,0
RADHE JAIPURI CLOTHING BRAND,Clothing Store,5.0,12,Vadodara,1
Kids Clothing Vadodara,Baby Clothing Store,4.8,19,Vadodara,1
The Raymond shop,Clothing Store,4.6,61,Vadodara,1
Baby Kingdom Vadodara Manjalpur,Baby Store,4.8,741,Vadodara,0
"Soch at Eva Mall, Vadodara",Women'S Clothing Store,4.9,247,Vadodara,1
"Jodhpur Rajgharana wedding store vadodara || || Royal Wedding Store, Rajputi Wedding Store, Rajwadi Wedding Store",Designer Clothing Store,4.9,179,Vadodara,0
The Vintage Creation,Clothing Store,5.0,51,Vadodara,0
SAI NX,Women'S Clothing Store,4.9,681,Vadodara,0
Ashiyana new born baby and Kids,Baby Clothing Store,4.8,175,Vadodara,0
Shree Vardaay Creation,Men'S Clothing Store,5.0,101,Vadodara,0
NO NEXT - VADODARA (MANJALPUR),Clothing Store,4.9,170,Vadodara,1
Highlander Store - Eva The Mall Vadodara,Clothing Store,4.8,1791,Vadodara,0
EasyBuy,Clothing Store,4.8,136,Vadodara,1
"Bhagyoday Apparels || Top Clothing Shop, Ladies Readymade Clothing Store, Ladies Ethnic Wear",Clothing Store,4.6,167,Vadodara,1
"Westside - EVA Mall, Baroda",Clothing Store,3.5,118,Vadodara,1
Ratnakar Nx (Manjalpur),Clothing Store,4.7,113,Vadodara,0
"Greenfibre Menswear Store - Manjalpuz, Vadodara",Men'S Clothing Store,4.5,49,Vadodara,1
Mufti,Clothing Store,4.7,26,Vadodara,1
HIGH STREET : Men's Clothing Store,Men'S Clothing Store,5.0,2,Vadodara,1
Jhalak Kalpi,Clothing Store,4.5,862,Vadodara,1
Pandav Ethnic Studio,Designer Clothing Store,4.3,675,Vadodara,1
OneWay Vadodara,Clothing Store,4.0,148,Vadodara,0
"Serene Salon & Academy | Hair, Beauty, Nail & Bridal Makeup Studio | Best Ladies Salon in Manjalpur, Vadodara",Beauty Salon,5.0,1276,Vadodara,1
"Liberty Hair Salon, Manjalpur",Hair Salon,4.6,194,Vadodara,0
Tress Edit Salon,Beauty Salon,4.8,391,Vadodara,1
A One Hair & Beauty Studio - Manjalpur,Hair Salon,3.9,999,Vadodara,1
Girl's Avenue - Salon & Academy,Beauty Salon,4.9,222,Vadodara,0
The Big Bang Salon & Bridal Studio | Makeup Artist & Bridal Makeup in Vadodara | Unisex Salon,Beauty Salon,4.8,2979,Vadodara,1
Enrich Salon Eva Mall,Beauty Salon,4.8,2240,Vadodara,1
HEvanjnnm,Beauty Salon,4.9,897,Vadodara,1
"""Raj Hair Dresser"".",Hair Salon,4.4,93,Vadodara,0
"Go Colors - Eva The Mall, Vadodara | Women's Bottom Wear Store",Clothing Store,4.6,16,Vadodara,1
Fitness connection Gym,Gym,4.6,572,Vadodara,0
The Dojo MMA & Fitness,Gym,4.7,99,Vadodara,0
"Medkart Pharmacy - Post Office, Manjalpur - Vadodara",Pharmacy,4.8,144,Vadodara,1
Fairprice Pharmacy ( ONGC Approved),Pharmacy,3.3,42,Vadodara,0
"Medkart Pharmacy - Dhanlakshmi Complex, Manjalpur - Vadodara",Pharmacy,5.0,115,Vadodara,1
Sheetal Medical & Provision Store,Pharmacy,3.7,82,Vadodara,0
Medkart Pharmacy - Navapura - Vadodara,Pharmacy,4.7,245,Vadodara,1
GenLyfe Pharmacy,Pharmacy,4.9,60,Vadodara,0
